ID, Name, Background, Base, Eyes, Head, Clothes, Name 1/1
1559, Starbirds #1559, Green, Brown Figher, Sunset Shades, Micky Dee, Cyber Jacket, 
1560, Starbirds #1560, Green, Blue Fighter, Derp, Low Battery, Jetpack, 
1561, Starbirds #1561, Green, Red Protector, Green Shades, Robot Antenna, SB Tee, 
1562, Starbirds #1562, Grey, Brown Royal, Sleeping, Gold, Gold Robe, 
1563, Starbirds #1563, Purple Space, Black Royal, Sleeping, Ear Muffs, Blue Shirt, 
1564, Starbirds #1564, Green Space, Grey Royal, Chill, None, Blue scarf, 
1565, Starbirds #1565, Space, Blue Protector, Stars, Ear Muffs, Blue Shirt, 
1566, Starbirds #1566, Purple Space, Black Protector, Sleeping, Ear Muffs, Halo, 
1567, Starbirds #1567, Purple, Blue Protector, Round glasses, Electricity, Blue Hoodie, 
1568, Starbirds #1568, Green Space, Red, Rainbow Shades, Gold, Halo, 
1569, Starbirds #1569, Purple, Grey Royal, Chill, Wizard Hat, Green SB, 
1570, Starbirds #1570, Green Space, Purple Fighter, Green Eyes, Moonrock, Orange SB, 
1571, Starbirds #1571, Space, Black Scout, Neon Shades, Moon, Green Scarf, 
1572, Starbirds #1572, Clouds, Blue Royal, Vipers, Gold, Green Hoodie, 
1573, Starbirds #1573, Green, Brown Figher, Neon Shades, Moonrock, None, 
1574, Starbirds #1574, Fire, Black Royal, Vipers, Low Battery, Cyber Jacket, 
1575, Starbirds #1575, Yellow, Blue Scout, Round glasses, Wizard Hat, Cyber Jacket, 
1576, Starbirds #1576, Purple, Purple Protector, Rainbow Shades, Red Bucket, Diamons Necklace, 
1577, Starbirds #1577, Blue, Purple Royal, Chill, Star, SB Tee, 
1578, Starbirds #1578, Grey, Purple Royal, Stars, None, SB Tee, 
1579, Starbirds #1579, Grey, Grey Scout, Red Shades, Star, Blue scarf, 
1580, Starbirds #1580, Pink, Grey Fighter, Green Shades, Black Red, Red SB, 
1581, Starbirds #1581, Gradient, Red Fighter, Round glasses, Wizard Hat, Orange SB, 
1582, Starbirds #1582, Green Space, Red, Wide, Black Red, Blue scarf, 
1583, Starbirds #1583, Green, Black Protector, Vipers, Blue Bucket, Orange SB, 
1584, Starbirds #1584, Grey, Grey Scout, Round glasses, Electricity, None, 
1585, Starbirds #1585, Blue, Brown Protector, Green Shades, Low Battery, Green Scarf, 
1586, Starbirds #1586, Grey, Brown Figher, Wide, Grey Hat, None, 
1587, Starbirds #1587, Green, Black Scout, Sleeping, Star, SB Tee, 
1588, Starbirds #1588, Pink, Black Scout, Chill, Low Battery, SB Tee, 
1589, Starbirds #1589, Purple, Gold Scout, Ruby, Baby Seal, Cyber Jacket, 
1590, Starbirds #1590, Grey, Gold Protector, Round glasses, Moonrock, Cyber Jacket, 
1591, Starbirds #1591, Gradient, Black Scout, Cyborg, White Bucket Hat, Gold chain, 
1592, Starbirds #1592, Blue, Black Fighter, Aviators, Space Ship, Cyber Jacket, 
1593, Starbirds #1593, Grey, Brown Figher, Green Eyes, Space Ship, SB Tee, 
1594, Starbirds #1594, Clouds, Blue Protector, Round glasses, Moon, Green Scarf, 
1595, Starbirds #1595, Space, Black Royal, Sleeping, Moon, Red Scarf, 
1596, Starbirds #1596, Green, Gold Fighter, Tired, Beer Hat, SB Tee, 
1597, Starbirds #1597, Yellow, Purple Royal, Ruby, Micky Dee, None, 
1598, Starbirds #1598, Green, Red Fighter, Derp, White Bucket Hat, Orange SB, 
1599, Starbirds #1599, Grey, Purple Protector, Stars, None, Blue Shirt, 
1600, Starbirds #1600, Yellow, Black Protector, Sunset Shades, Moonrock, Green SB, 
1601, Starbirds #1601, Green, Brown Protector, Cyborg, Wifi, Red Scarf, 
1602, Starbirds #1602, Grey, Gold Scout, Tired, Wifi, Cyber Jacket, 
1603, Starbirds #1603, Purple, Purple Fighter, Sunset Shades, Baby Seal, Green Hoodie, 
1604, Starbirds #1604, Space, Black Fighter, Chill, Grey Hat, Blue Shirt, 
1605, Starbirds #1605, Grey, Grey Scout, Green Shades, White Bucket Hat, Blue Shirt, 
1606, Starbirds #1606, Yellow, Blue Protector, Green Eyes, Space Ship, Green SB, 
1607, Starbirds #1607, Yellow, Brown Scout, Green Eyes, None, Cyber Jacket, 
1608, Starbirds #1608, Yellow, Grey Royal, Round glasses, Wifi, Cyber Jacket, 
1609, Starbirds #1609, Gradient, Gold Protector, Vipers, Robot Antenna, Red SB, 
1610, Starbirds #1610, Purple, Brown Figher, Vipers, Cowboy, Green Hoodie, 
1611, Starbirds #1611, Green Space, Purple Protector, Green Eyes, Wifi, Gold chain, 
1612, Starbirds #1612, Space, Black Fighter, Vipers, Moonrock, Diamons Necklace, 
1613, Starbirds #1613, Purple Space, Purple Protector, Green Shades, Robot Antenna, Orange SB, 
1614, Starbirds #1614, Yellow, Red Protector, Round glasses, White Bucket Hat, Blue Shirt, 
1615, Starbirds #1615, Pink, Brown Scout, Wide, Hair, Blue Hoodie, 
1616, Starbirds #1616, Blue, Black Fighter, Wide, Red Bucket, Green SB, 
1617, Starbirds #1617, Yellow, Blue Royal, Derp, Crown, SB Tee, 
1618, Starbirds #1618, Purple, Brown Royal, Aviators, Ear Muffs, Diamons Necklace, 
1619, Starbirds #1619, Gradient, Purple Protector, Angry Eyes, Robot Antenna, Halo, 
1620, Starbirds #1620, Purple, Blue Fighter, Angry Eyes, Ear Muffs, Blue Hoodie, 
1621, Starbirds #1621, Purple, Brown Protector, Chill, Blue Bucket, SB Tee, 
1622, Starbirds #1622, Yellow, Purple Scout, Aviators, White Bucket Hat, Blue Shirt, 
1623, Starbirds #1623, Blue, Grey Scout, Derp, Cowboy, Green Scarf, 
1624, Starbirds #1624, Space, Grey Protector, Green Shades, None, None, 
1625, Starbirds #1625, Purple, Black Scout, Neon Shades, Cyborg Antlers, Orange SB, 
1626, Starbirds #1626, Green, Gold Protector, Angry Eyes, Grey Hat, Diamons Necklace, 
1627, Starbirds #1627, Blue, Red, Aviators, Wizard Hat, SB Tee, 
1628, Starbirds #1628, Clouds, Blue Scout, Red Shades, White Bucket Hat, Blue Shirt, 
1629, Starbirds #1629, Pink, Grey Scout, Wide, Black Red, Green Hoodie, 
1630, Starbirds #1630, Purple Space, Brown Scout, Tired, Ded, Orange SB, 
1631, Starbirds #1631, Yellow, Blue Scout, Derp, Ded, Blue Shirt, 
1632, Starbirds #1632, Yellow, Grey Scout, Cyborg, Space Ship, Kings Robe, 
1633, Starbirds #1633, Green Space, Grey Scout, Angry Eyes, None, SB Tee, 
1634, Starbirds #1634, Pink, Black Scout, Stars, Moon, Cyber Jacket, 
1635, Starbirds #1635, Green Space, Brown Royal, Sunset Shades, Hair, Green Scarf, 
1636, Starbirds #1636, Grey, Black Protector, Neon Shades, Baby Seal, Jetpack, 
1637, Starbirds #1637, Yellow, Brown Scout, Ruby, Blue Bucket, Blue Shirt, 
1638, Starbirds #1638, Yellow, Grey Scout, Tired, Gold, Red SB, 
1639, Starbirds #1639, Purple Space, Black Protector, Stars, Moonrock, Red SB, 
1640, Starbirds #1640, Grey, Blue Protector, Green Eyes, Black Red, Diamons Necklace, 
1641, Starbirds #1641, Blue, Grey Fighter, Angry Eyes, Crown, Red SB, 
1642, Starbirds #1642, Blue, Brown Figher, Green Eyes, Moonrock, Green Scarf, 
1643, Starbirds #1643, Green, Gold Protector, Cyborg, Moon, Green SB, 
1644, Starbirds #1644, Blue, Blue Scout, Sunset Shades, White Bucket Hat, Orange SB, 
1645, Starbirds #1645, Fire, Purple Scout, Green Eyes, White Bucket Hat, Green SB, 
1646, Starbirds #1646, Blue, Red Fighter, Red Shades, Cyborg Antlers, Gold chain, 
1647, Starbirds #1647, Green Space, Blue Protector, Tired, Hair, Blue Shirt, 
1648, Starbirds #1648, Purple, Gold Royal, Chill, Moon, Blue Hoodie, 
1649, Starbirds #1649, Grey, Blue Scout, Tired, None, SB Tee, 
1650, Starbirds #1650, Fire, Red Protector, Angry Eyes, Wifi, Blue scarf, 
1651, Starbirds #1651, Pink, Brown Protector, Green Eyes, Wizard Hat, Red Scarf, 
1652, Starbirds #1652, Yellow, Brown Protector, Aviators, Grey Hat, Gold chain, 
1653, Starbirds #1653, Green, Black Scout, Vipers, Ear Muffs, SB Tee, 
1654, Starbirds #1654, Green, Blue Scout, Cyborg, Blue Bucket, None, 
1655, Starbirds #1655, Grey, Purple Fighter, Chill, Ear Muffs, Green SB, 
1656, Starbirds #1656, Blue, Purple Scout, Wide, Hair, Blue scarf, 
1657, Starbirds #1657, Blue, Black Scout, Derp, Wifi, Blue scarf, 
1658, Starbirds #1658, Green, Black Protector, Red Shades, Wizard Hat, None, 
1659, Starbirds #1659, Green, Red Royal, Cyborg, Moon, Blue Shirt, 
1660, Starbirds #1660, Green Space, Brown Scout, Cyborg, Crown, Jetpack, 
1661, Starbirds #1661, Green Space, Purple Protector, Derp, Star, Cyber Jacket, 
1662, Starbirds #1662, Pink, Brown Protector, Chill, Indian, Green Scarf, 
1663, Starbirds #1663, Green, Black Fighter, Round glasses, Cyborg Antlers, Red SB, 
1664, Starbirds #1664, Purple, Brown Scout, Rainbow Shades, Hair, None, 
1665, Starbirds #1665, Green, Blue Royal, Rainbow Shades, Cyborg Antlers, Red Scarf, 
1666, Starbirds #1666, Grey, Grey Fighter, Ruby, Moonrock, Halo, 
1667, Starbirds #1667, Yellow, Grey Scout, Rainbow Shades, Hair, Diamons Necklace, 
1668, Starbirds #1668, Blue, Gold Fighter, Aviators, Micky Dee, Gold chain, 
1669, Starbirds #1669, Purple Space, Red, Wide, Moon, Blue Shirt, 
1670, Starbirds #1670, Purple Space, Purple Scout, Sunset Shades, Cyborg Antlers, Green SB, 
1671, Starbirds #1671, Blue, Grey Fighter, Angry Eyes, Baby Seal, Red SB, 
1672, Starbirds #1672, Green, Black Protector, Green Shades, Star, SB Tee, 
1673, Starbirds #1673, Blue, Brown Figher, Green Shades, Gold, None, 
1674, Starbirds #1674, Blue, Gold Fighter, Ruby, Red Bucket, Orange SB, 
1675, Starbirds #1675, Green Space, Blue Scout, Angry Eyes, Cyborg Antlers, Red Scarf, 
1676, Starbirds #1676, Blue, Grey Protector, Stars, Robot Antenna, Green Hoodie, 
1677, Starbirds #1677, Clouds, Red Fighter, Cyborg, Cowboy, Blue scarf, 
1678, Starbirds #1678, Yellow, Blue Scout, Cyborg, Ear Muffs, Red SB, 
1679, Starbirds #1679, Green, Purple Protector, Sunset Shades, Black Red, Halo, 
1680, Starbirds #1680, Purple, Black Scout, Chill, Wifi, Green SB, 
1681, Starbirds #1681, Clouds, Blue Fighter, Wide, Indian, Blue scarf, 
1682, Starbirds #1682, Blue, Red Protector, Green Shades, Indian, Blue Shirt, 
1683, Starbirds #1683, Pink, Blue Protector, Green Eyes, Grey Hat, Blue scarf, 
1684, Starbirds #1684, Blue, Brown Figher, Green Eyes, Low Battery, Cyber Jacket, 
1685, Starbirds #1685, Blue, Blue Royal, Round glasses, Baby Seal, None, 
1686, Starbirds #1686, Pink, Blue Fighter, Aviators, Moonrock, Gold chain, 
1687, Starbirds #1687, Yellow, Grey Scout, Neon Shades, Baby Seal, Red SB, 
1688, Starbirds #1688, Purple, Grey Fighter, Sleeping, Baby Seal, Green Hoodie, 
1689, Starbirds #1689, Grey, Purple Scout, Sunset Shades, Moon, Gold chain, 
1690, Starbirds #1690, Pink, Gold Royal, Vipers, Ded, Red Scarf, 
1691, Starbirds #1691, Green Space, Purple Royal, Aviators, Cyborg Antlers, Diamons Necklace, 
1692, Starbirds #1692, Blue, Black Protector, Sunset Shades, None, Halo, 
1693, Starbirds #1693, Green Space, Brown Figher, Neon Shades, Red Bucket, Red SB, 
1694, Starbirds #1694, Yellow, Brown Royal, Rainbow Shades, Baby Seal, Green SB, 
1695, Starbirds #1695, Pink, Grey Royal, Wide, None, Jetpack, 
1696, Starbirds #1696, Fire, Grey Protector, Green Eyes, None, SB Tee, 
1697, Starbirds #1697, Grey, Purple Scout, Red Shades, Hair, Cyber Jacket, 
1698, Starbirds #1698, Purple, Red Protector, Angry Eyes, Ear Muffs, Red SB, 
1699, Starbirds #1699, Grey, Grey Fighter, Vipers, None, Red Scarf, 
1700, Starbirds #1700, Grey, Grey Scout, Wide, Blue Bucket, None, 
1701, Starbirds #1701, Yellow, Blue Scout, Derp, Indian, Blue Shirt, 
1702, Starbirds #1702, Purple, Blue Scout, Ruby, Gold, Blue Hoodie, 
1703, Starbirds #1703, Purple Space, Black Fighter, Tired, Blue Bucket, None, 
1704, Starbirds #1704, Clouds, Brown Royal, Aviators, Ded, Blue Hoodie, 
1705, Starbirds #1705, Pink, Purple Fighter, Tired, Ded, Diamons Necklace, 
1706, Starbirds #1706, Yellow, Red Fighter, Sleeping, White Bucket Hat, Blue Hoodie, 
1707, Starbirds #1707, Green Space, Brown Protector, Derp, Space Ship, Gold Robe, 
1708, Starbirds #1708, Gradient, Black Scout, Wide, Wizard Hat, Blue Hoodie, 
1709, Starbirds #1709, Clouds, Gold Scout, Red Shades, Grey Hat, Blue scarf, 
1710, Starbirds #1710, Purple Space, Blue Scout, Green Shades, Low Battery, Blue Shirt, 
1711, Starbirds #1711, Grey, Red Fighter, Angry Eyes, Micky Dee, Green Scarf, 
1712, Starbirds #1712, Green Space, Grey Fighter, Sunset Shades, Moon, Kings Robe, 
1713, Starbirds #1713, Pink, Brown Scout, Aviators, Cowboy, None, 
1714, Starbirds #1714, Yellow, Purple Royal, Sunset Shades, Grey Hat, Red SB, 
1715, Starbirds #1715, Grey, Grey Royal, Rainbow Shades, Robot Antenna, Orange SB, 
1716, Starbirds #1716, Grey, Purple Royal, Red Shades, White Bucket Hat, SB Tee, 
1717, Starbirds #1717, Purple, Grey Scout, Neon Shades, Robot Antenna, None, 
1718, Starbirds #1718, Green, Grey Royal, Green Shades, Low Battery, Blue Hoodie, 
1719, Starbirds #1719, Yellow, Purple Fighter, Chill, Cyborg Antlers, Blue scarf, 
1720, Starbirds #1720, Blue, Brown Scout, Sleeping, Space Ship, Red Scarf, 
1721, Starbirds #1721, Yellow, Blue Fighter, Round glasses, White Bucket Hat, Orange SB, 
1722, Starbirds #1722, Grey, Grey Fighter, Red Shades, Ear Muffs, Gold Robe, 
1723, Starbirds #1723, Clouds, Red, Sunset Shades, Star, Blue Shirt, 
1724, Starbirds #1724, Blue, Purple Royal, Sunset Shades, Wizard Hat, Orange SB, 
1725, Starbirds #1725, Blue, Blue Scout, Tired, Moonrock, Orange SB, 
1726, Starbirds #1726, Clouds, Grey Scout, Chill, Crown, None, 
1727, Starbirds #1727, Pink, Brown Protector, Green Eyes, Moonrock, Blue Hoodie, 
1728, Starbirds #1728, Fire, Blue Scout, Tired, Crown, Green SB, 
1729, Starbirds #1729, Green, Blue Scout, Aviators, Wizard Hat, Blue Shirt, 
1730, Starbirds #1730, Grey, Brown Figher, Green Eyes, Wifi, Red SB, 
1731, Starbirds #1731, Purple Space, Brown Scout, Derp, Cyborg Antlers, Green SB, 
1732, Starbirds #1732, Grey, Purple Protector, Round glasses, None, None, 
1733, Starbirds #1733, Grey, Grey Royal, Wide, Star, Cyber Jacket, 
1734, Starbirds #1734, Pink, Blue Protector, Wide, Hair, SB Tee, 
1735, Starbirds #1735, Yellow, Grey Protector, Sunset Shades, Space Ship, Red Scarf, 
1736, Starbirds #1736, Blue, Red Fighter, Wide, Gold, Blue Shirt, 
1737, Starbirds #1737, Gradient, Grey Scout, Chill, Baby Seal, Cyber Jacket, 
1738, Starbirds #1738, Green, Red Royal, Angry Eyes, Space Ship, None, 
1739, Starbirds #1739, Yellow, Purple Fighter, Green Eyes, Ear Muffs, SB Tee, 
1740, Starbirds #1740, Green Space, Gold Fighter, Sunset Shades, None, SB Tee, 
1741, Starbirds #1741, Green, Black Fighter, Neon Shades, Gold, Red Scarf, 
1742, Starbirds #1742, Green, Black Scout, Green Eyes, Moon, Green Scarf, 
1743, Starbirds #1743, Gradient, Brown Figher, Cyborg, Grey Hat, Red SB, 
1744, Starbirds #1744, Clouds, Brown Figher, Green Eyes, Hair, Blue Hoodie, 
1745, Starbirds #1745, Clouds, Black Fighter, Derp, Hair, Orange SB, 
1746, Starbirds #1746, Grey, Brown Scout, Wide, Moon, Green SB, 
1747, Starbirds #1747, Purple, Black Fighter, Derp, Electricity, Gold chain, 
1748, Starbirds #1748, Fire, Blue Fighter, Angry Eyes, None, Red Scarf, 
1749, Starbirds #1749, Blue, Grey Scout, Derp, Cowboy, Blue Shirt, 
1750, Starbirds #1750, Purple, Red Royal, Aviators, Ear Muffs, Orange SB, 
1751, Starbirds #1751, Blue, Black Scout, Green Eyes, Black Red, None, 
1752, Starbirds #1752, Blue, Grey Protector, Chill, None, Red SB, 
1753, Starbirds #1753, Pink, Blue Scout, Neon Shades, Robot Antenna, Green SB, 
1754, Starbirds #1754, Blue, Gold Royal, Rainbow Shades, Gold, Green Scarf, 
1755, Starbirds #1755, Purple Space, Black Protector, Aviators, Indian, Green SB, 
1756, Starbirds #1756, Grey, Gold Royal, Stars, Star, Blue Shirt, 
1757, Starbirds #1757, Purple Space, Brown Scout, Derp, Star, Blue Shirt, 
1758, Starbirds #1758, Green, Red Protector, Vipers, Moon, Red Scarf, 
1759, Starbirds #1759, Blue, Brown Scout, Angry Eyes, Star, Kings Robe, 
1760, Starbirds #1760, Green, Purple Protector, Chill, Wizard Hat, Blue Shirt, 
1761, Starbirds #1761, Blue, Black Fighter, Cyborg, Space Ship, Green Scarf, 
1762, Starbirds #1762, Fire, Black Fighter, Red Shades, Star, Blue scarf, 
1763, Starbirds #1763, Grey, Red Protector, Cyborg, Star, None, 
1764, Starbirds #1764, Yellow, Grey Protector, Aviators, Ear Muffs, Red Scarf, 
1765, Starbirds #1765, Pink, Black Scout, Chill, Moon, Blue scarf, 
1766, Starbirds #1766, Blue, Gold Scout, Sunset Shades, Space Ship, None, 
1767, Starbirds #1767, Yellow, Black Fighter, Vipers, Low Battery, Blue Shirt, 
1768, Starbirds #1768, Pink, Red Protector, Round glasses, None, SB Tee, 
1769, Starbirds #1769, Purple, Purple Protector, Green Shades, Electricity, Red Scarf, 
1770, Starbirds #1770, Pink, Brown Protector, Aviators, Moonrock, Blue Hoodie, 
1771, Starbirds #1771, Yellow, Gold Royal, Sleeping, Star, Green Scarf, 
1772, Starbirds #1772, Pink, Brown Scout, Red Shades, Blue Bucket, Jetpack, 
1773, Starbirds #1773, Blue, Blue Royal, Round glasses, Low Battery, SB Tee, 
1774, Starbirds #1774, Blue, Purple Scout, Cyborg, White Bucket Hat, Blue scarf, 
1775, Starbirds #1775, Yellow, Red, Green Shades, Cowboy, Red SB, 
1776, Starbirds #1776, Purple, Blue Fighter, Sunset Shades, Space Ship, Cyber Jacket, 
1777, Starbirds #1777, Pink, Red Protector, Chill, Indian, Gold chain, 
1778, Starbirds #1778, Purple, Purple Fighter, Derp, Blue Bucket, Blue Hoodie, 
1779, Starbirds #1779, Gradient, Red, Rainbow Shades, White Bucket Hat, Green Scarf, 
1780, Starbirds #1780, Yellow, Gold Fighter, Wide, Black Red, Jetpack, 
1781, Starbirds #1781, Grey, Red, Green Shades, Grey Hat, Green Scarf, 
1782, Starbirds #1782, Purple Space, Purple Royal, Sleeping, Indian, Red Scarf, 
1783, Starbirds #1783, Yellow, Purple Scout, Sunset Shades, Moonrock, None, 
1784, Starbirds #1784, Pink, Purple Protector, Green Shades, Cyborg Antlers, Halo, 
1785, Starbirds #1785, Grey, Grey Fighter, Green Shades, Moonrock, SB Tee, 
1786, Starbirds #1786, Pink, Gold Scout, Tired, Wizard Hat, Blue Shirt, 
1787, Starbirds #1787, Pink, Blue Scout, Sunset Shades, None, Blue Hoodie, 
1788, Starbirds #1788, Pink, Blue Protector, Stars, Grey Hat, Blue Shirt, 
1789, Starbirds #1789, Yellow, Black Scout, Aviators, Ear Muffs, Orange SB, 
1790, Starbirds #1790, Blue, Brown Scout, Chill, Ded, Red Scarf, 
1791, Starbirds #1791, Purple, Blue Fighter, Neon Shades, None, Jetpack, 
1792, Starbirds #1792, Clouds, Grey Scout, Tired, Star, Kings Robe, 
1793, Starbirds #1793, Blue, Blue Royal, Sleeping, Grey Hat, Red Scarf, 
1794, Starbirds #1794, Green, Red, Red Shades, Cyborg Antlers, Blue scarf, 
1795, Starbirds #1795, Gradient, Blue Protector, Aviators, Beer Hat, Blue Shirt, 
1796, Starbirds #1796, Purple Space, Purple Protector, Derp, Ded, Red SB, 
1797, Starbirds #1797, Pink, Black Protector, Derp, Star, None, 
1798, Starbirds #1798, Grey, Black Scout, Green Eyes, Black Red, Red Scarf, 
1799, Starbirds #1799, Grey, Grey Fighter, Chill, Grey Hat, Green SB, 
1800, Starbirds #1800, Purple, Brown Figher, Aviators, None, Blue Shirt, 
1801, Starbirds #1801, Blue, Blue Scout, Wide, Ded, Green Scarf, 
1802, Starbirds #1802, Pink, Grey Protector, Tired, Moon, Orange SB, 
1803, Starbirds #1803, Purple Space, Brown Protector, Vipers, Red Bucket, Cyber Jacket, 
1804, Starbirds #1804, Grey, Black Fighter, Cyborg, White Bucket Hat, Green SB, 
1805, Starbirds #1805, Blue, Grey Protector, Neon Shades, Gold, Red SB, 
1806, Starbirds #1806, Yellow, Brown Protector, Sunset Shades, White Bucket Hat, SB Tee, 
1807, Starbirds #1807, Purple, Brown Protector, Round glasses, None, Gold Robe, 
1808, Starbirds #1808, Space, Purple Royal, Aviators, Robot Antenna, Jetpack, 
1809, Starbirds #1809, Yellow, Grey Fighter, Sunset Shades, Hair, Blue Hoodie, 
1810, Starbirds #1810, Blue, Purple Scout, Sleeping, Red Bucket, Green SB, 
1811, Starbirds #1811, Grey, Black Royal, Aviators, Robot Antenna, Jetpack, 
1812, Starbirds #1812, Blue, Purple Fighter, Angry Eyes, Star, Cyber Jacket, 
1813, Starbirds #1813, Green Space, Brown Scout, Sleeping, Red Bucket, Cyber Jacket, 
1814, Starbirds #1814, Purple, Grey Fighter, Round glasses, Baby Seal, Red Scarf, 
1815, Starbirds #1815, Grey, Blue Scout, Chill, Grey Hat, SB Tee, 
1816, Starbirds #1816, Yellow, Purple Scout, Sunset Shades, White Bucket Hat, Blue scarf, 
1817, Starbirds #1817, Blue, Red Fighter, Aviators, Crown, Green Scarf, 
1818, Starbirds #1818, Blue, Brown Figher, Round glasses, Star, Blue Hoodie, 
1819, Starbirds #1819, Green Space, Black Protector, Neon Shades, Moonrock, SB Tee, 
1820, Starbirds #1820, Grey, Brown Royal, Tired, Crown, None, 
1821, Starbirds #1821, Fire, Blue Fighter, Derp, Blue Bucket, SB Tee, 
1822, Starbirds #1822, Yellow, Black Fighter, Neon Shades, Moon, Red SB, 
1823, Starbirds #1823, Pink, Blue Fighter, Sunset Shades, Beer Hat, Blue Shirt, 
1824, Starbirds #1824, Fire, Purple Fighter, Angry Eyes, Wifi, Blue scarf, 
1825, Starbirds #1825, Pink, Purple Fighter, Neon Shades, Hair, Blue Shirt, 
1826, Starbirds #1826, Purple, Red Fighter, Round glasses, Cowboy, Blue Shirt, 
1827, Starbirds #1827, Green, Purple Protector, Green Shades, None, SB Tee, 
1828, Starbirds #1828, Fire, Red Royal, Angry Eyes, White Bucket Hat, Red SB, 
1829, Starbirds #1829, Green, Red Fighter, Vipers, None, Green Scarf, 
1830, Starbirds #1830, Purple, Gold Fighter, Sleeping, Red Bucket, Blue scarf, 
1831, Starbirds #1831, Green, Grey Protector, Tired, Star, None, 
1832, Starbirds #1832, Clouds, Grey Scout, Round glasses, White Bucket Hat, Green SB, 
1833, Starbirds #1833, Purple, Blue Protector, Chill, Red Bucket, Blue Shirt, 
1834, Starbirds #1834, Yellow, Blue Royal, Sunset Shades, None, Gold Robe, 
1835, Starbirds #1835, Pink, Blue Fighter, Rainbow Shades, Low Battery, Cyber Jacket, 
1836, Starbirds #1836, Pink, Purple Fighter, Red Shades, Gold, None, 
1837, Starbirds #1837, Green, Brown Royal, Chill, Crown, Red SB, 
1838, Starbirds #1838, Purple Space, Brown Figher, Green Shades, Beer Hat, None, 
1839, Starbirds #1839, Green, Black Scout, Green Eyes, Ear Muffs, Blue Shirt, 
1840, Starbirds #1840, Purple, Red Protector, Green Eyes, Baby Seal, Gold Robe, 
1841, Starbirds #1841, Purple, Brown Figher, Green Eyes, None, Blue Shirt, 
1842, Starbirds #1842, , , , , , Firebird
1843, Starbirds #1843, Pink, Brown Figher, Red Shades, Robot Antenna, Halo, 
1844, Starbirds #1844, Grey, Grey Fighter, Stars, White Bucket Hat, Blue scarf, 
1845, Starbirds #1845, Purple, Brown Scout, Aviators, White Bucket Hat, Blue Shirt, 
1846, Starbirds #1846, Green, Gold Protector, Aviators, Grey Hat, SB Tee, 
1847, Starbirds #1847, Purple Space, Blue Scout, Round glasses, Black Red, Blue Hoodie, 
1848, Starbirds #1848, Yellow, Grey Scout, Green Shades, Blue Bucket, Green SB, 
1849, Starbirds #1849, Purple, Grey Royal, Aviators, Cowboy, Gold chain, 
1850, Starbirds #1850, Green, Purple Protector, Green Shades, None, Green SB, 
1851, Starbirds #1851, Purple Space, Blue Scout, Green Shades, Moonrock, Green SB, 
1852, Starbirds #1852, Blue, Brown Protector, Sunset Shades, Beer Hat, Jetpack, 
1853, Starbirds #1853, Yellow, Grey Royal, Aviators, None, Green Hoodie, 
1854, Starbirds #1854, Clouds, Grey Fighter, Wide, Micky Dee, Blue Hoodie, 
1855, Starbirds #1855, Yellow, Brown Figher, Red Shades, Black Red, Blue Shirt, 
1856, Starbirds #1856, Clouds, Black Scout, Tired, Red Bucket, Cyber Jacket, 
1857, Starbirds #1857, Blue, Blue Scout, Chill, Indian, Cyber Jacket, 
1858, Starbirds #1858, Gradient, Red Fighter, Stars, None, Orange SB, 
1859, Starbirds #1859, Purple Space, Black Fighter, Aviators, Indian, SB Tee, 
1860, Starbirds #1860, Purple Space, Black Fighter, Aviators, Gold, Red Scarf, 
1861, Starbirds #1861, Yellow, Black Protector, Tired, Star, Blue scarf, 
1862, Starbirds #1862, Blue, Black Fighter, Sunset Shades, White Bucket Hat, Cyber Jacket, 
1863, Starbirds #1863, Green Space, Grey Scout, Ruby, Robot Antenna, Green SB, 
1864, Starbirds #1864, Green Space, Grey Fighter, Angry Eyes, Cyborg Antlers, SB Tee, 
1865, Starbirds #1865, Purple Space, Purple Scout, Angry Eyes, Red Bucket, Red SB, 
1866, Starbirds #1866, Green Space, Red Fighter, Aviators, None, None, 
1867, Starbirds #1867, Purple, Blue Scout, Wide, Micky Dee, None, 
1868, Starbirds #1868, Blue, Purple Protector, Green Shades, Wifi, None, 
1869, Starbirds #1869, Yellow, Red Royal, Stars, Star, Green SB, 
1870, Starbirds #1870, Green, Blue Fighter, Red Shades, Cowboy, Green SB, 
1871, Starbirds #1871, Yellow, Blue Scout, Green Shades, White Bucket Hat, Green Hoodie, 
1872, Starbirds #1872, Purple, Purple Scout, Neon Shades, Wizard Hat, Red SB, 
1873, Starbirds #1873, Purple Space, Brown Scout, Red Shades, Robot Antenna, Green SB, 
1874, Starbirds #1874, Green, Blue Fighter, Aviators, Wizard Hat, Green Hoodie, 
1875, Starbirds #1875, Yellow, Grey Royal, Aviators, White Bucket Hat, Red SB, 
1876, Starbirds #1876, Green, Grey Fighter, Wide, Red Bucket, Halo, 
1877, Starbirds #1877, Clouds, Grey Scout, Sunset Shades, Star, Blue Hoodie, 
1878, Starbirds #1878, Green, Gold Fighter, Green Shades, White Bucket Hat, Blue scarf, 
1879, Starbirds #1879, Fire, Purple Fighter, Sleeping, Cowboy, Blue scarf, 
1880, Starbirds #1880, Purple, Brown Scout, Green Eyes, Moon, Jetpack, 
1881, Starbirds #1881, Blue, Brown Figher, Green Shades, Star, Blue scarf, 
1882, Starbirds #1882, Grey, Blue Protector, Chill, Grey Hat, Cyber Jacket, 
